ElapsedTime,Unix,VBUS,IBUS,DP,DM,CC1,CC2,TEMP,CHARGE,ENERGY,PWR,,,,
01:26.3,86.34,11.998728,0.795597,0.032,0.049,0.003,1.588,36.070313,0.020259294,0.24276932,9.546152,,,,
01:26.4,86.36,11.996658,0.842831,0.032,0.047,0.003,1.588,36.070313,0.020263976,0.24282549,10.111155,,,,
01:26.4,86.38,11.994861,0.955607,0.034,0.048,0.005,1.589,36.070313,0.020269285,0.24288917,11.462373,,,,
01:26.4,86.4,11.993084,0.947668,0.033,0.045,0.003,1.59,36.070313,0.02027455,0.24295232,11.365462,,,,
01:26.4,86.42,11.991716,0.933871,0.033,0.047,0.004,1.587,36.070313,0.020279738,0.24301453,11.198716,,,,
01:26.4,86.44,11.991404,0.850886,0.033,0.046,0.003,1.589,36.070313,0.020284465,0.24307122,10.203318,,,,
01:26.5,86.46,11.991189,0.879954,0.032,0.045,0.005,1.59,36.070313,0.020289354,0.24312984,10.551695,,,,
01:26.5,86.48,11.990877,0.87422,0.03,0.048,0.004,1.589,36.09375,0.020294211,0.24318807,10.482664,,,,
01:26.5,86.5,11.989666,0.951688,0.03,0.045,0.003,1.59,36.09375,0.020299498,0.24325147,11.410421,,,,
01:26.5,86.52,11.98822,1.00773,0.034,0.048,0.004,1.589,36.09375,0.020305096,0.24331858,12.080889,,,,
01:26.5,86.54,11.986834,0.974651,0.032,0.047,0.003,1.589,36.09375,0.020310511,0.24338349,11.68298,,,,
01:26.6,86.56,11.98615,0.908582,0.032,0.047,0.003,1.589,36.09375,0.020315559,0.24344399,10.8904,,,,
01:26.6,86.58,11.98572,0.954477,0.034,0.05,0.004,1.588,36.09375,0.020320861,0.24350754,11.440094,,,,
01:26.6,86.6,11.984744,0.976627,0.032,0.049,0.004,1.589,36.09375,0.020326287,0.24357257,11.704625,,,,
01:26.6,86.62,11.983689,1.001811,0.032,0.048,0.005,1.589,36.09375,0.020331853,0.24363927,12.005391,,,,
01:26.6,86.64,12.001775,0.753364,0.033,0.047,0.002,1.586,36.09375,0.020336038,0.2436895,9.0417052,,,,
01:26.7,86.66,11.966013,0.859199,0.033,0.048,0.005,1.589,36.09375,0.020340811,0.24374662,10.281186,,,,
01:26.7,86.68,11.934275,1.046317,0.034,0.051,0.005,1.589,36.09375,0.020346624,0.24381599,12.487035,,,,
01:26.7,86.7,11.93656,1.070625,0.035,0.051,0.003,1.588,36.101563,0.020352572,0.24388699,12.77958,,,,
01:26.7,86.72,11.939861,0.920529,0.034,0.047,0.003,1.588,36.101563,0.020357686,0.24394805,10.990988,,,,
01:26.7,86.74,12.005857,0.668154,0.033,0.044,0.002,1.587,36.101563,0.020361398,0.24399261,8.0217614,,,,
01:26.8,86.76,12.033181,0.506953,0.033,0.045,0.003,1.587,36.101563,0.020364215,0.2440265,6.1002572,,,,
01:26.8,86.78,12.032146,0.50711,0.033,0.047,0.003,1.587,36.101563,0.020367032,0.2440604,6.1016216,,,,
01:26.8,86.8,12.03072,0.507271,0.033,0.047,0.002,1.588,36.101563,0.02036985,0.24409431,6.1028354,,,,
01:26.8,86.82,12.029275,0.507577,0.033,0.045,0.002,1.586,36.101563,0.02037267,0.24412823,6.1057833,,,,
01:26.8,86.84,12.027927,0.507911,0.033,0.045,0.002,1.587,36.101563,0.020375492,0.24416217,6.1091164,,,,
01:26.9,86.86,12.017185,0.508136,0.033,0.047,0.002,1.59,36.101563,0.020378315,0.24419609,6.1063643,,,,
01:26.9,86.88,11.931228,0.977641,0.033,0.048,0.004,1.589,36.101563,0.020383746,0.24426089,11.664458,,,,
01:26.9,86.9,11.932615,1.052413,0.032,0.047,0.004,1.589,36.101563,0.020389593,0.24433066,12.558039,,,,
01:26.9,86.92,11.935056,1.072588,0.032,0.051,0.005,1.589,36.101563,0.020395552,0.24440178,12.801398,,,,
01:26.9,86.94,11.937615,1.072673,0.032,0.049,0.004,1.589,36.101563,0.020401511,0.24447292,12.805157,,,,
01:27.0,86.96,11.940232,1.046358,0.033,0.048,0.004,1.59,36.101563,0.020407324,0.24454233,12.493757,,,,
01:27.0,86.98,11.943611,0.967658,0.031,0.048,0.004,1.589,36.101563,0.0204127,0.24460654,11.557331,,,,
01:27.0,87,11.946306,0.985157,0.033,0.048,0.004,1.589,36.101563,0.020418173,0.24467192,11.768987,,,,
01:27.0,87.02,11.948474,1.000882,0.033,0.05,0.005,1.59,36.101563,0.020423733,0.24473836,11.959013,,,,
01:27.0,87.04,11.950369,1.017005,0.033,0.048,0.003,1.588,36.101563,0.020429383,0.24480588,12.153585,,,,
01:27.1,87.06,11.972556,0.89153,0.033,0.045,0.002,1.589,36.101563,0.020434336,0.24486518,10.673893,,,,
01:27.1,87.08,12.054314,0.513371,0.032,0.044,0.002,1.589,36.101563,0.020437188,0.24489956,6.1883352,,,,
01:27.1,87.1,12.052752,0.498825,0.028,0.044,0.003,1.589,36.101563,0.02043996,0.24493296,6.012214,,,,
01:27.1,87.12,11.954177,0.758012,0.031,0.044,0.003,1.589,36.078125,0.020444171,0.2449833,9.0614096,,,,
01:27.1,87.14,11.955818,0.840678,0.033,0.047,0.003,1.589,36.078125,0.020448841,0.24503914,10.050993,,,,
01:27.2,87.16,11.957752,0.907665,0.031,0.046,0.005,1.588,36.078125,0.020453884,0.24509944,10.853633,,,,
01:27.2,87.18,11.95867,0.977911,0.032,0.046,0.004,1.589,36.078125,0.020459317,0.24516441,11.694515,,,,
01:27.2,87.2,11.959705,0.971597,0.033,0.047,0.004,1.588,36.078125,0.020464714,0.24522896,11.620013,,,,
01:27.2,87.22,11.960974,0.967743,0.032,0.046,0.004,1.588,36.078125,0.020470091,0.24529327,11.575149,,,,
01:27.2,87.24,11.963084,0.865227,0.032,0.045,0.004,1.589,36.078125,0.020474898,0.24535077,10.350783,,,,
01:27.3,87.26,11.965017,0.850287,0.031,0.045,0.003,1.589,36.078125,0.020479621,0.24540729,10.173698,,,,
01:27.3,87.28,11.96658,0.879962,0.033,0.046,0.003,1.59,36.078125,0.02048451,0.24546579,10.530136,,,,
01:27.3,87.3,11.967322,0.948783,0.033,0.048,0.003,1.59,36.078125,0.020489781,0.24552887,11.354392,,,,
01:27.3,87.32,11.967576,1.033566,0.032,0.047,0.005,1.588,36.078125,0.020495523,0.24559759,12.36928,,,,
01:27.3,87.34,11.967966,0.986268,0.032,0.05,0.004,1.588,36.085938,0.020501002,0.24566317,11.803622,,,,
01:27.4,87.36,11.969666,0.854826,0.033,0.05,0.003,1.59,36.085938,0.020505751,0.24572001,10.231982,,,,
01:27.4,87.38,11.971658,0.865022,0.033,0.049,0.003,1.589,36.085938,0.020510557,0.24577754,10.355748,,,,
01:27.4,87.4,11.972752,0.850319,0.032,0.049,0.004,1.588,36.085938,0.020515281,0.2458341,10.180659,,,,
01:27.4,87.42,11.973826,0.888387,0.033,0.049,0.004,1.588,36.085938,0.020520217,0.2458932,10.637391,,,,
01:27.4,87.44,11.974646,0.878763,0.032,0.048,0.003,1.588,36.085938,0.020525099,0.24595166,10.522876,,,,
01:27.5,87.46,11.986072,0.928858,0.032,0.047,0.004,1.59,36.085938,0.020530259,0.24601351,11.133359,,,,
01:27.5,87.48,11.945642,1.057729,0.033,0.048,0.004,1.59,36.085938,0.020536135,0.24608371,12.635252,,,,
01:27.5,87.5,11.947009,1.058091,0.033,0.051,0.005,1.589,36.085938,0.020542013,0.24615394,12.641023,,,,
01:27.5,87.52,11.949021,1.000552,0.032,0.047,0.003,1.592,36.085938,0.020547572,0.24622036,11.955617,,,,
01:27.5,87.54,11.9724,0.827678,0.033,0.047,0.002,1.587,36.085938,0.02055217,0.24627541,9.9092921,,,,
01:27.6,87.56,12.055662,0.513258,0.033,0.046,0.003,1.587,36.09375,0.020555022,0.24630978,6.187665,,,,
01:27.6,87.58,12.053201,0.513335,0.033,0.046,0.002,1.587,36.09375,0.020557874,0.24634416,6.1873299,,,,
01:27.6,87.6,12.050232,0.513399,0.033,0.045,0.001,1.587,36.09375,0.020560726,0.24637853,6.1865771,,,,
01:27.6,87.62,12.047361,0.513455,0.033,0.045,0.002,1.586,36.09375,0.020563578,0.24641289,6.1857777,,,,
01:27.6,87.64,12.044666,0.513536,0.033,0.045,0.002,1.588,36.09375,0.020566431,0.24644726,6.1853696,,,,
01:27.7,87.66,12.00281,0.578712,0.031,0.044,0.005,1.59,36.09375,0.020569646,0.24648585,6.9461702,,,,
01:27.7,87.68,11.911189,1.042209,0.033,0.047,0.005,1.589,36.09375,0.020575436,0.24655481,12.413948,,,,
01:27.7,87.7,11.914607,1.051299,0.031,0.046,0.004,1.589,36.09375,0.020581277,0.2466244,12.525814,,,,
01:27.7,87.72,11.918416,1.05519,0.033,0.046,0.005,1.588,36.09375,0.020587139,0.24669427,12.576193,,,,
01:27.7,87.74,11.922205,1.073493,0.032,0.047,0.005,1.589,36.09375,0.020593103,0.24676537,12.798404,,,,
01:27.8,87.76,11.975935,0.952481,0.031,0.048,0.003,1.589,36.09375,0.020598395,0.24682874,11.406851,,,,
01:27.8,87.78,11.997107,0.964914,0.032,0.05,0.004,1.585,36.09375,0.020603755,0.24689305,11.576177,,,,
01:27.8,87.8,11.995701,0.965083,0.032,0.048,0.004,1.588,36.09375,0.020609117,0.24695737,11.576847,,,,
01:27.8,87.82,11.994412,0.965155,0.034,0.05,0.004,1.59,36.09375,0.020614479,0.24702168,11.576467,,,,
01:27.8,87.84,11.99324,0.965509,0.032,0.046,0.004,1.589,36.09375,0.020619843,0.24708601,11.579581,,,,
01:27.9,87.86,11.9924,0.905669,0.033,0.05,0.003,1.592,36.09375,0.020624874,0.24714635,10.861145,,,,
01:27.9,87.88,11.992947,0.696662,0.033,0.049,0.003,1.587,36.09375,0.020628745,0.24719277,8.3550304,,,,
01:27.9,87.9,11.995408,0.54076,0.033,0.048,0.003,1.586,36.109375,0.020631749,0.24722881,6.4866368,,,,
01:27.9,87.92,11.997732,0.482851,0.033,0.049,0.003,1.588,36.109375,0.020634431,0.24726099,5.7931169,,,,
01:27.9,87.94,11.997673,0.718772,0.033,0.047,0.003,1.588,36.109375,0.020638424,0.2473089,8.6235914,,,,
01:28.0,87.96,11.995759,0.876642,0.034,0.047,0.003,1.588,36.109375,0.020643295,0.24736732,10.515986,,,,
01:28.0,87.98,11.994021,0.929256,0.033,0.044,0.005,1.59,36.109375,0.020648457,0.24742924,11.145516,,,,
01:28.0,88,11.99238,0.914167,0.033,0.047,0.003,1.588,36.109375,0.020653536,0.24749015,10.963038,,,,
01:28.0,88.02,11.991365,0.963932,0.033,0.048,0.003,1.59,36.109375,0.020658891,0.24755436,11.55886,,,,
01:28.0,88.04,11.990779,0.922838,0.032,0.046,0.003,1.589,36.109375,0.020664018,0.24761584,11.065547,,,,
01:28.1,88.06,11.989685,0.979677,0.033,0.047,0.005,1.589,36.109375,0.020669461,0.24768109,11.746019,,,,
01:28.1,88.08,11.988181,1.064002,0.031,0.048,0.005,1.589,36.109375,0.020675372,0.24775196,12.755449,,,,
01:28.1,88.1,11.987127,0.969175,0.033,0.048,0.003,1.59,36.109375,0.020680756,0.2478165,11.617624,,,,
01:28.1,88.12,11.987068,0.932077,0.032,0.048,0.005,1.589,36.109375,0.020685934,0.24787857,11.17287,,,,
01:28.1,88.14,11.98658,0.906003,0.033,0.049,0.003,1.588,36.109375,0.020690968,0.2479389,10.859877,,,,
01:28.2,88.16,11.986677,0.920384,0.03,0.045,0.004,1.589,36.109375,0.020696081,0.24800019,11.032346,,,,
01:28.2,88.18,11.985603,0.966081,0.033,0.05,0.003,1.589,36.109375,0.020701448,0.24806452,11.579063,,,,
01:28.2,88.2,11.985213,0.942542,0.031,0.046,0.004,1.589,36.109375,0.020706684,0.24812728,11.296567,,,,
01:28.2,88.22,11.984646,0.992537,0.033,0.045,0.005,1.59,36.109375,0.020712198,0.24819337,11.895205,,,,
01:28.2,88.24,11.984607,0.864877,0.034,0.047,0.003,1.589,36.109375,0.020717003,0.24825095,10.365211,,,,
01:28.3,88.26,11.985154,0.883189,0.034,0.046,0.004,1.589,36.109375,0.02072191,0.24830976,10.585156,,,,
01:28.3,88.28,11.983084,1.061929,0.033,0.047,0.004,1.589,36.109375,0.020727809,0.24838045,12.725184,,,,
01:28.3,88.3,11.981736,1.058123,0.032,0.046,0.005,1.589,36.109375,0.020733688,0.24845089,12.67815,,,,
01:28.3,88.32,11.981541,0.975999,0.031,0.045,0.003,1.59,36.109375,0.02073911,0.24851585,11.693972,,,,
01:28.3,88.34,12.040525,0.71796,0.032,0.048,0.003,1.588,36.117188,0.020743099,0.24856388,8.6446153,,,,
01:28.4,88.36,12.063923,0.509094,0.032,0.048,0.002,1.588,36.117188,0.020745927,0.248598,6.1416708,,,,
01:28.4,88.38,12.060564,0.524549,0.033,0.049,0.003,1.589,36.117188,0.020748841,0.24863315,6.3263568,,,,
01:28.4,88.4,12.057029,0.512586,0.033,0.048,0.003,1.587,36.117188,0.020751689,0.24866748,6.1802643,,,,
01:28.4,88.42,12.05363,0.512558,0.033,0.049,0.002,1.589,36.117188,0.020754537,0.2487018,6.1781845,,,,
01:28.4,88.44,12.050408,0.512554,0.033,0.047,0.002,1.586,36.117188,0.020757384,0.24873612,6.1764848,,,,
01:28.5,88.46,11.993572,0.664432,0.033,0.046,0.004,1.589,36.117188,0.020761075,0.24878039,7.968913,,,,
01:28.5,88.48,11.938943,1.019198,0.033,0.045,0.004,1.589,36.117188,0.020766738,0.24884799,12.168147,,,,
01:28.5,88.5,11.940545,1.016691,0.032,0.044,0.004,1.59,36.117188,0.020772386,0.24891543,12.139845,,,,
01:28.5,88.52,11.943064,0.988066,0.036,0.047,0.003,1.588,36.117188,0.020777875,0.24898099,11.800535,,,,
01:28.5,88.54,11.945545,0.988336,0.033,0.045,0.004,1.59,36.117188,0.020783366,0.24904658,11.806212,,,,
01:28.6,88.56,11.947693,1.021568,0.032,0.046,0.005,1.59,36.109375,0.020789041,0.24911439,12.205381,,,,
01:28.6,88.58,11.949666,1.017636,0.032,0.049,0.004,1.593,36.109375,0.020794695,0.24918195,12.16041,,,,
01:28.6,88.6,11.952322,0.964298,0.033,0.05,0.004,1.589,36.109375,0.020800052,0.24924598,11.5256,,,,
01:28.6,88.62,11.954568,0.945178,0.033,0.046,0.003,1.589,36.109375,0.020805303,0.24930875,11.299195,,,,
01:28.6,88.64,11.956697,0.898439,0.033,0.048,0.004,1.589,36.109375,0.020810294,0.24936843,10.742363,,,,
01:28.7,88.66,11.95906,0.870663,0.033,0.047,0.003,1.59,36.109375,0.020815131,0.24942628,10.412311,,,,
01:28.7,88.68,11.961052,0.866515,0.033,0.046,0.003,1.589,36.109375,0.020819945,0.24948386,10.364431,,,,
01:28.7,88.7,12.013455,0.596838,0.032,0.045,0.002,1.587,36.109375,0.020823261,0.24952369,7.1700865,,,,
01:28.7,88.72,12.035134,0.483354,0.032,0.046,0.003,1.589,36.109375,0.020825946,0.24955601,5.8172302,,,,
01:28.7,88.74,12.000154,0.681424,0.032,0.048,0.003,1.589,36.109375,0.020829732,0.24960144,8.1771929,,,,
01:28.8,88.76,11.966287,0.861899,0.033,0.051,0.003,1.588,36.09375,0.02083452,0.24965874,10.313731,,,,
01:28.8,88.78,11.966619,0.910618,0.033,0.048,0.003,1.59,36.09375,0.020839579,0.24971928,10.897019,,,,
01:28.8,88.8,11.966541,0.968881,0.032,0.048,0.003,1.589,36.09375,0.020844962,0.24978369,11.594154,,,,
01:28.8,88.82,11.967439,0.969952,0.033,0.048,0.004,1.59,36.09375,0.020850351,0.24984818,11.607841,,,,
01:28.8,88.84,11.968963,0.88784,0.033,0.045,0.003,1.59,36.09375,0.020855283,0.24990721,10.626524,,,,
01:28.9,88.86,11.970584,0.900635,0.032,0.047,0.004,1.589,36.09375,0.020860287,0.24996711,10.781127,,,,
01:28.9,88.88,11.970838,0.987302,0.032,0.045,0.004,1.59,36.09375,0.020865772,0.25003277,11.818832,,,,
01:28.9,88.9,11.970564,1.05593,0.032,0.046,0.004,1.591,36.09375,0.020871638,0.25010299,12.640078,,,,
01:28.9,88.92,11.970798,0.951785,0.032,0.048,0.003,1.589,36.09375,0.020876926,0.25016629,11.393626,,,,
01:28.9,88.94,11.971912,0.914167,0.031,0.048,0.003,1.59,36.09375,0.020882004,0.25022709,10.944327,,,,
01:29.0,88.96,11.972888,0.925715,0.033,0.047,0.004,1.588,36.09375,0.020887147,0.25028867,11.083482,,,,
01:29.0,88.98,11.973416,0.966527,0.033,0.049,0.003,1.589,36.117188,0.020892517,0.25035296,11.57263,,,,
01:29.0,89,11.97367,0.944948,0.033,0.048,0.003,1.59,36.117188,0.020897766,0.25041582,11.314496,,,,
01:29.0,89.02,11.974158,0.946594,0.034,0.046,0.004,1.587,36.117188,0.020903025,0.25047879,11.334666,,,,
01:29.0,89.04,11.97492,0.86404,0.033,0.047,0.003,1.589,36.117188,0.020907826,0.25053627,10.34681,,,,
01:29.1,89.06,11.972205,0.835729,0.032,0.046,0.005,1.59,36.117188,0.020912468,0.25059185,10.005519,,,,
01:29.1,89.08,11.937986,1.049283,0.033,0.048,0.003,1.59,36.117188,0.020918298,0.25066145,12.526326,,,,
01:29.1,89.1,11.940056,1.061853,0.032,0.047,0.005,1.59,36.117188,0.020924197,0.25073188,12.678584,,,,
01:29.1,89.12,11.942673,0.988123,0.033,0.046,0.004,1.588,36.117188,0.020929687,0.25079744,11.80083,,,,
01:29.1,89.14,12.011931,0.660204,0.033,0.049,0.003,1.588,36.117188,0.020933354,0.2508415,7.9303249,,,,
01:29.2,89.16,12.055505,0.50711,0.033,0.047,0.002,1.588,36.117188,0.020936172,0.25087546,6.1134671,,,,
01:29.2,89.18,12.052888,0.507476,0.032,0.048,0.002,1.588,36.117188,0.020938991,0.25090944,6.1165514,,,,
01:29.2,89.2,12.04988,0.507903,0.033,0.047,0.003,1.587,36.117188,0.020941813,0.25094345,6.1201702,,,,
01:29.2,89.22,12.047029,0.508285,0.033,0.047,0.003,1.588,36.117188,0.020944636,0.25097746,6.1233241,,,,
01:29.2,89.24,12.044373,0.508526,0.032,0.045,0.001,1.587,36.117188,0.020947462,0.25101149,6.1248768,,,,
01:29.3,89.26,12.041873,0.559893,0.03,0.045,0.004,1.589,36.117188,0.020950572,0.25104895,6.7421604,,,,
01:29.3,89.28,11.92197,1.037687,0.032,0.048,0.004,1.589,36.117188,0.020956337,0.25111768,12.371273,,,,
01:29.3,89.3,11.924197,1.054325,0.031,0.05,0.004,1.589,36.117188,0.020962194,0.25118752,12.571979,,,,
01:29.3,89.32,11.927185,1.066919,0.031,0.047,0.004,1.589,36.117188,0.020968122,0.25125822,12.72534,,,,
01:29.3,89.34,11.930349,1.072753,0.033,0.048,0.004,1.589,36.117188,0.020974082,0.25132932,12.798318,,,,
01:29.4,89.36,11.975818,1.018522,0.033,0.051,0.004,1.589,36.117188,0.02097974,0.25139708,12.197634,,,,
01:29.4,89.38,11.993455,1.00254,0.033,0.048,0.004,1.589,36.117188,0.02098531,0.25146388,12.023918,,,,
01:29.4,89.4,11.992146,1.002149,0.033,0.046,0.004,1.59,36.117188,0.020990877,0.25153065,12.017917,,,,
01:29.4,89.42,11.990857,1.002242,0.033,0.044,0.004,1.589,36.117188,0.020996445,0.25159741,12.017741,,,,
01:29.4,89.44,11.989763,0.974905,0.033,0.046,0.004,1.588,36.117188,0.021001861,0.25166235,11.68888,,,,
01:29.5,89.46,11.990213,0.730747,0.032,0.045,0.003,1.589,36.117188,0.021005921,0.25171103,8.7618122,,,,
01:29.5,89.48,11.992791,0.577947,0.033,0.048,0.002,1.587,36.117188,0.021009132,0.25174954,6.9311976,,,,
01:29.5,89.5,11.9949,0.48434,0.032,0.047,0.001,1.586,36.117188,0.021011823,0.25178181,5.8096099,,,,
01:29.5,89.52,11.996658,0.592082,0.033,0.049,0.003,1.588,36.117188,0.021015112,0.25182127,7.1030053,,,,
01:29.5,89.54,11.995115,0.811104,0.033,0.045,0.003,1.589,36.117188,0.021019618,0.25187532,9.7292858,,,,
01:29.6,89.56,11.993689,0.84098,0.033,0.045,0.003,1.588,36.117188,0.02102429,0.25193136,10.086453,,,,
01:29.6,89.58,11.992244,0.934704,0.031,0.046,0.003,1.588,36.117188,0.021029483,0.25199363,11.209198,,,,
01:29.6,89.6,11.990701,0.967397,0.029,0.046,0.005,1.589,36.117188,0.021034857,0.25205808,11.599768,,,,
01:29.6,89.62,11.989275,0.976615,0.031,0.046,0.004,1.59,36.125,0.021040283,0.25212313,11.708906,,,,
01:29.6,89.64,11.988494,0.938732,0.033,0.049,0.003,1.589,36.125,0.021045498,0.25218565,11.253983,,,,
01:29.7,89.66,11.98865,0.866515,0.033,0.047,0.004,1.589,36.125,0.021050312,0.25224336,10.388345,,,,
01:29.7,89.68,11.988806,0.868623,0.033,0.046,0.003,1.588,36.125,0.021055138,0.25230122,10.413753,,,,
01:29.7,89.7,11.988298,0.917233,0.035,0.048,0.004,1.59,36.125,0.021060234,0.2523623,10.996063,,,,
01:29.7,89.72,11.98699,0.980353,0.033,0.047,0.004,1.589,36.125,0.02106568,0.25242759,11.751482,,,,
01:29.7,89.74,11.985466,1.030899,0.033,0.048,0.004,1.589,36.125,0.021071407,0.25249623,12.355805,,,,
01:29.8,89.76,11.985017,0.933911,0.033,0.051,0.003,1.59,36.125,0.021076596,0.25255842,11.192939,,,,
01:29.8,89.78,11.985134,0.858141,0.033,0.049,0.003,1.589,36.125,0.021081363,0.25261556,10.284935,,,,
01:29.8,89.8,11.985232,0.889433,0.032,0.047,0.003,1.588,36.125,0.021086304,0.25267478,10.660061,,,,
01:29.8,89.82,11.985017,0.918903,0.033,0.045,0.003,1.589,36.117188,0.021091409,0.25273596,11.013068,,,,
01:29.8,89.84,11.984646,0.886605,0.034,0.046,0.004,1.588,36.117188,0.021096335,0.25279499,10.625647,,,,
01:29.9,89.86,11.984646,0.778046,0.028,0.029,0.003,1.588,36.117188,0.021100657,0.2528468,9.3246059,,,,
01:29.9,89.88,11.983826,1.046909,0.032,0.046,0.004,1.59,36.117188,0.021106474,0.2529165,12.545975,,,,
01:29.9,89.9,11.982224,1.055616,0.032,0.048,0.004,1.589,36.117188,0.021112338,0.25298677,12.648627,,,,
01:29.9,89.92,11.981209,1.035453,0.031,0.051,0.004,1.589,36.117188,0.021118091,0.25305569,12.405979,,,,
01:29.9,89.94,11.988826,0.889156,0.033,0.05,0.002,1.588,36.117188,0.02112303,0.25311491,10.659937,,,,
01:30.0,89.96,12.057498,0.508812,0.031,0.048,0.002,1.589,36.117188,0.021125857,0.25314899,6.1349997,,,,
01:30.0,89.98,12.055291,0.507094,0.033,0.048,0.002,1.589,36.117188,0.021128674,0.25318296,6.1131657,,,,
01:30.0,90,12.052302,0.526295,0.034,0.047,0.003,1.588,36.117188,0.021131598,0.2532182,6.3430663,,,,
01:30.0,90.02,12.049295,0.511842,0.033,0.047,0.002,1.588,36.117188,0.021134442,0.25325246,6.1673353,,,,
01:30.0,90.04,12.046443,0.51183,0.031,0.044,0.002,1.59,36.125,0.021137285,0.25328671,6.1657309,,,,
01:30.1,90.06,12.043787,0.511999,0.032,0.045,0.002,1.587,36.125,0.02114013,0.25332097,6.1664069,,,,
01:30.1,90.08,11.963709,0.785252,0.033,0.048,0.004,1.589,36.125,0.021144492,0.25337316,9.3945264,,,,
01:30.1,90.1,11.913318,1.039268,0.032,0.047,0.005,1.589,36.125,0.021150266,0.25344195,12.38113,,,,
01:30.1,90.12,11.917048,1.026428,0.032,0.048,0.004,1.59,36.125,0.021155968,0.2535099,12.231992,,,,
01:30.1,90.14,11.921072,1.036628,0.033,0.049,0.004,1.589,36.125,0.021161727,0.25357856,12.357717,,,,
01:30.2,90.16,11.924861,1.036524,0.031,0.047,0.004,1.59,36.125,0.021167486,0.25364722,12.360405,,,,
01:30.2,90.18,11.928455,1.010816,0.033,0.048,0.004,1.589,36.125,0.021173101,0.25371421,12.057473,,,,
01:30.2,90.2,11.932341,0.957096,0.032,0.046,0.003,1.59,36.125,0.021178419,0.25377766,11.420396,,,,
01:30.2,90.22,11.935877,0.972145,0.036,0.048,0.004,1.59,36.125,0.021183819,0.25384212,11.603403,,,,
01:30.2,90.24,11.939099,0.955937,0.033,0.044,0.004,1.59,36.125,0.02118913,0.25390553,11.413026,,,,
01:30.3,90.26,11.94238,0.952268,0.033,0.045,0.004,1.59,36.132813,0.021194421,0.25396871,11.372346,,,,
01:30.3,90.28,11.966404,0.8546,0.032,0.046,0.003,1.59,36.132813,0.021199168,0.25402552,10.226489,,,,
01:30.3,90.3,12.015779,0.734642,0.033,0.046,0.003,1.589,36.132813,0.02120325,0.25407456,8.8272959,,,,
01:30.3,90.32,12.0149,0.668834,0.033,0.048,0.002,1.587,36.132813,0.021206965,0.2541192,8.0359736,,,,
01:30.3,90.34,12.016013,0.481069,0.033,0.05,0.003,1.587,36.132813,0.021209638,0.25415132,5.7805314,,,,
01:30.4,90.36,12.015564,0.643578,0.032,0.046,0.004,1.59,36.132813,0.021213213,0.25419428,7.7329526,,,,
01:30.4,90.38,12.0124,0.849019,0.033,0.046,0.003,1.59,36.132813,0.02121793,0.25425094,10.198756,,,,
01:30.4,90.4,12.010056,0.826869,0.032,0.046,0.003,1.592,36.132813,0.021222524,0.25430611,9.930743,,,,
01:30.4,90.42,12.007732,0.910292,0.032,0.045,0.004,1.59,36.132813,0.021227581,0.25436683,10.930542,,,,
01:30.4,90.44,12.005076,0.968749,0.032,0.046,0.003,1.589,36.132813,0.021232963,0.25443145,11.629905,,,,
01:30.5,90.46,12.002537,1.005453,0.032,0.049,0.004,1.59,36.132813,0.021238549,0.25449849,12.067987,,,,
01:30.5,90.48,12.000545,0.947745,0.032,0.049,0.003,1.588,36.132813,0.021243814,0.25456168,11.373457,,,,
01:30.5,90.5,11.998728,0.955499,0.035,0.05,0.003,1.589,36.132813,0.021249123,0.25462537,11.464773,,,,
01:30.5,90.52,11.99783,0.874248,0.033,0.048,0.003,1.589,36.132813,0.021253979,0.25468364,10.489079,,,,
01:30.5,90.54,11.997361,0.868583,0.034,0.048,0.003,1.59,36.132813,0.021258805,0.25474153,10.420704,,,,
01:30.6,90.56,11.995798,0.923406,0.031,0.045,0.003,1.589,36.132813,0.021263935,0.25480307,11.076992,,,,
01:30.6,90.58,11.993689,1.019994,0.032,0.046,0.005,1.589,36.132813,0.021269602,0.25487104,12.233491,,,,
01:30.6,90.6,11.992166,0.994512,0.032,0.046,0.004,1.592,36.132813,0.021275127,0.25493729,11.926353,,,,
01:30.6,90.62,11.990545,0.980554,0.032,0.045,0.004,1.59,36.132813,0.021280574,0.25500261,11.757377,,,,
01:30.6,90.64,11.989353,0.981101,0.033,0.046,0.004,1.59,36.132813,0.021286025,0.25506796,11.762766,,,,
01:30.7,90.66,11.988396,0.994404,0.033,0.05,0.003,1.59,36.132813,0.021291549,0.25513419,11.921309,,,,
01:30.7,90.68,11.989216,0.88883,0.035,0.05,0.004,1.59,36.132813,0.021296487,0.25519339,10.656375,,,,
01:30.7,90.7,11.987654,1.044398,0.033,0.047,0.003,1.589,36.132813,0.021302289,0.25526295,12.519882,,,,
01:30.7,90.72,11.986072,1.068701,0.032,0.045,0.003,1.59,36.132813,0.021308227,0.25533411,12.809527,,,,
01:30.7,90.74,11.985095,1.017657,0.036,0.049,0.005,1.59,36.132813,0.02131388,0.25540187,12.196716,,,,
01:30.8,90.76,12.011521,0.715272,0.032,0.045,0.002,1.588,36.132813,0.021317854,0.2554496,8.5915046,,,,
01:30.8,90.78,12.050076,0.508064,0.033,0.046,0.003,1.589,36.132813,0.021320677,0.25548361,6.1222098,,,,
01:30.8,90.8,12.047888,0.508233,0.033,0.047,0.002,1.588,36.132813,0.0213235,0.25551763,6.1231343,,,,
